4.9758,-0.0015735,1.0968,-0.99588,0.06004,-0.06794
5.0093,0.10538,1.443,-0.99847,0.045163,-0.031757
5.0414,-0.13489,1.8009,-0.98384,0.16941,0.057995
5.0065,-0.0065625,2.1086,-0.99948,-0.032292,0.00048498
5.0585,-0.046026,2.5581,-0.99046,0.13227,-0.038642
4.9485,-0.0061533,2.8537,-0.99392,-0.095119,-0.055419
5.0193,0.079361,3.2998,-0.98112,-0.16156,-0.10632
5.0134,0.011385,3.722,-0.98458,-0.17257,-0.028707
5.0645,-0.0090408,4.1278,-0.96318,0.0034591,-0.26883
5.0183,-0.03157,4.4923,-0.99498,-0.022788,-0.097438
4.9793,-0.10648,4.8969,-0.94032,-0.32375,-0.10485
4.9507,-0.069663,5.2894,-0.99383,0.10085,0.046159
4.9859,0.090801,5.5733,-0.99728,0.060023,0.042818
5.0521,-0.023312,6.0078,-0.9778,0.20895,-0.016022
4.9559,-0.081544,6.3756,-0.95836,0.28555,-0.0014434
5.0332,0.034535,6.7764,-0.98346,-0.12879,0.12733
5.1117,-0.092065,7.1526,-0.99704,0.061306,-0.046474
5.1052,0.022681,7.6074,-0.98916,-0.10006,-0.10747
4.9955,-0.015239,8.0172,-0.99714,0.036888,0.065981
5.0987,-0.070807,8.3416,-0.99058,-0.042624,0.13017
5.0334,-0.0005094,8.7837,-0.99949,-0.031391,-0.0056771
5.0672,0.040608,9.1413,-0.9934,-0.030923,0.11048
5.0336,0.058205,9.6036,-0.97888,-0.20401,-0.013272
4.9796,0.056631,9.932,-0.99514,-0.091192,-0.037079
5.0052,-0.0073031,10.298,-0.9933,0.044288,0.10678
5.0073,-0.055009,10.713,-0.9933,0.030405,-0.11151
4.9652,0.00078951,11.173,-0.99191,0.027696,-0.12386
4.93,-0.019647,11.412,-0.9859,-0.033421,-0.16394
4.9435,-0.010445,11.869,-0.99798,0.043677,0.046122
5.0087,-0.027637,12.219,-0.99241,-0.031964,0.11874
5.046,0.048817,12.615,-0.99672,-0.058436,0.055995
5.0647,-0.068811,13.06,-0.98673,-0.055496,-0.15258
5.0403,0.026137,13.416,-0.97921,0.015906,-0.20224
4.9749,-0.025588,13.819,-0.99667,0.036214,0.073036
5.0442,0.070615,14.199,-0.91617,-0.38903,0.096332
4.8746,0.042938,14.588,-0.99517,0.095529,-0.02272
4.9762,0.052692,14.999,-0.99297,-0.11792,0.01053
5.0438,0.019209,15.386,-0.98917,0.13792,0.050305
5.1021,-0.033118,15.702,-0.98575,0.024429,0.16642
5.012,-0.12652,16.085,-0.98041,-0.1966,-0.012164
5.0114,0.036437,16.447,-0.99995,0.010302,0.00018856
4.9923,-0.083568,16.826,-0.99731,-0.019192,-0.070716
4.9676,0.019091,17.245,-0.98807,0.10421,0.1134
5.0196,0.015526,17.771,-0.99976,-0.0093278,0.020045
5.0527,0.023831,18.091,-0.99867,0.014471,-0.049392
5.0052,0.06701,18.421,-0.99865,-0.045499,0.024918
5.0354,0.016915,18.922,-0.98481,-0.14678,-0.09275
5.0097,-0.064244,19.124,-0.99981,0.0045915,-0.018771
5.0646,0.05692,19.529,-0.98769,-0.14417,0.060769
4.9791,0.11851,19.969,-0.97246,-0.16936,-0.16013
5.0304,0.35157,0.98324,-0.99545,0.062032,-0.072291
4.9916,0.35625,1.3518,-0.99616,0.087133,-0.0080698
5.024,0.35396,1.7834,-0.99615,0.085528,-0.019439
4.9896,0.33465,2.1296,-0.99777,0.056054,-0.036207
4.9929,0.35953,2.591,-0.98165,-0.18036,-0.061984
5.013,0.33055,2.964,-0.99756,-0.068391,0.014137
4.9986,0.31066,3.2858,-0.98503,-0.17157,-0.016869
4.9519,0.27738,3.7558,-0.96586,-0.10392,0.23732
5.019,0.30813,4.0751,-0.99613,-0.072049,0.050382
4.9833,0.1867,4.4284,-0.95651,-0.14438,-0.25346
4.9461,0.19596,4.8323,-0.99599,-0.08902,-0.0085277
4.9503,0.26892,5.2671,-0.99452,0.043556,0.095066
5.0142,0.31597,5.6045,-0.99895,0.038409,0.025105
4.9925,0.28743,6.0708,-0.98175,-0.18758,-0.031141
4.9807,0.37932,6.4569,-0.97433,-0.22126,-0.041594
4.9548,0.30829,6.7881,-0.99455,-0.052511,0.09005
5.0426,0.33032,7.1293,-0.99639,-0.080117,-0.028192
4.9722,0.25953,7.6133,-0.97754,-0.21014,-0.016243
5.039,0.29837,7.9599,-0.99771,0.0055619,0.067353
4.9706,0.32527,8.401,-0.97714,-0.19721,-0.079462
4.9745,0.38313,8.6972,-0.98938,0.023183,0.14347
4.9446,0.31786,9.1225,-0.98939,-0.10902,0.09601
4.94,0.34004,9.5818,-0.99776,-0.027242,-0.061136
4.9322,0.34041,9.9118,-0.99675,-0.080449,0.0047582
5.0506,0.28897,10.327,-0.99209,-0.1075,-0.064796
4.9845,0.31637,10.645,-0.992,0.029295,-0.12281
5.0055,0.31825,11.141,-0.98912,-0.13511,-0.058229
4.9574,0.29651,11.443,-0.99394,0.10823,-0.018997
4.996,0.31522,11.873,-0.98958,-0.10351,0.1001
5.0064,0.39128,12.199,-0.99572,-0.054281,-0.074756
4.9431,0.36865,12.627,-0.97685,-0.1741,0.12433
5.0663,0.32476,12.959,-0.97661,-0.0917,0.19447
4.9564,0.33191,13.42,-0.9968,-0.077434,0.019981
5.0211,0.35693,13.867,-0.95676,-0.032098,-0.28911
4.8956,0.23791,14.158,-0.96304,-0.17905,-0.20122
5.0239,0.28778,14.677,-0.98065,0.16105,-0.11127
4.9379,0.38274,14.86,-0.99884,-0.03276,-0.035292
5.0186,0.24588,15.392,-0.95542,-0.19859,-0.21848
4.9028,0.2991,15.741,-0.97096,-0.23401,-0.049672
4.9749,0.31429,16.058,-0.99036,-0.087157,0.10764
5.0085,0.34326,16.464,-0.98508,-0.17179,-0.010671
5.0106,0.32771,16.901,-0.95897,-0.029556,0.28196
5.0912,0.40348,17.238,-0.99998,-0.0048652,-0.0036863
4.9418,0.31436,17.701,-0.98474,-0.13725,-0.10697
5.0145,0.36248,18.028,-0.99361,-0.029347,0.10901
4.9991,0.2807,18.442,-0.99775,0.0054157,-0.066813
4.9626,0.40016,18.835,-0.98633,-0.14532,-0.077673
4.9473,0.33644,19.197,-0.96602,-0.17367,-0.19142
